8.7367,9.1197,6,1.6588e-26,-0.21032,-0.21032,-0.20155,-0.4639
8.7367,9.1197,12,3.8795e-27,-0.1349,-0.1349,-0.12614,-0.38056
8.7367,9.1197,18,1.0829e-27,-0.081652,-0.081652,-0.072887,-0.29683
8.7367,9.1197,24,3.6584e-28,-0.046894,-0.046894,-0.038129,-0.21361
8.7367,9.1197,30,1.5138e-28,-0.025711,-0.025711,-0.016946,-0.13156
8.7367,9.1197,36,7.7471e-29,-0.013546,-0.013546,-0.0047806,-0.051205
8.7367,9.1197,42,4.9392e-29,-0.0069062,-0.0069062,0.0018589,0.027043
8.7367,9.1197,48,3.9424e-29,-0.0034327,-0.0034327,0.0053324,0.10282
8.7367,9.1197,54,3.9496e-29,-0.0016761,-0.0016761,0.007089,0.17582
8.7367,9.1197,60,4.9659e-29,-0.00081033,-0.00081033,0.0079547,0.24576
8.7367,9.1197,66,7.8165e-29,-0.00039099,-0.00039099,0.0083741,0.31238
8.7367,9.1197,72,1.5327e-28,-0.0001898,-0.0001898,0.0085753,0.37546
8.7367,9.1197,78,3.7161e-28,-9.3428e-05,-9.3428e-05,0.0086716,0.43479
8.7367,9.1197,84,1.1034e-27,-4.6999e-05,-4.6999e-05,0.0087181,0.49017
8.7367,9.1197,90,3.9645e-27,-2.4344e-05,-2.4344e-05,0.0087407,0.54143
8.7367,9.1197,96,1.6997e-26,-1.3077e-05,-1.3077e-05,0.008752,0.58842
8.7367,9.1197,102,8.5581e-26,-7.3357e-06,-7.3357e-06,0.0087577,0.63098
8.7367,9.1197,108,4.9715e-25,-4.324e-06,-4.324e-06,0.0087608,0.66899
8.7367,9.1197,114,3.2685e-24,-2.694e-06,-2.694e-06,0.0087624,0.70234
8.7367,9.1197,120,2.3822e-23,-1.7832e-06,-1.7832e-06,0.0087633,0.73091
8.7367,9.1197,126,1.8834e-22,-1.2597e-06,-1.2597e-06,0.0087638,0.75464
8.7367,9.1197,132,1.5791e-21,-9.5333e-07,-9.5333e-07,0.0087641,0.77344
8.7367,9.1197,138,1.3716e-20,-7.753e-07,-7.753e-07,0.0087643,0.78727
8.7367,9.1197,144,1.2055e-19,-6.7909e-07,-6.7909e-07,0.0087644,0.79608
8.7367,9.1197,150,1.0467e-18,-6.4157e-07,-6.4157e-07,0.0087644,0.79985
8.7367,9.1197,156,8.7694e-18,-6.5416e-07,-6.5416e-07,0.0087644,0.79856
8.7367,9.1197,162,6.9256e-17,-7.1972e-07,-7.1972e-07,0.0087644,0.79222
8.7367,9.1197,168,5.0403e-16,-8.5354e-07,-8.5354e-07,0.0087642,0.78085
8.7367,9.1197,174,3.3077e-15,-1.0891e-06,-1.0891e-06,0.008764,0.76448
8.7367,9.1197,180,1.9174e-14,-1.4911e-06,-1.4911e-06,0.0087636,0.74316
8.7367,9.1197,186,9.6308e-14,-2.183e-06,-2.183e-06,0.0087629,0.71696
8.7367,9.1197,192,4.118e-13,-3.4034e-06,-3.4034e-06,0.0087617,0.68594
8.7367,9.1197,198,1.4753e-12,-5.6228e-06,-5.6228e-06,0.0087595,0.65021
8.7367,9.1197,204,4.3668e-12,-9.7905e-06,-9.7905e-06,0.0087553,0.60986
8.7367,9.1197,210,1.0553e-11,-1.7857e-05,-1.7857e-05,0.0087472,0.56503
8.7367,9.1197,216,2.0622e-11,-3.3894e-05,-3.3894e-05,0.0087312,0.51585
8.7367,9.1197,222,3.2345e-11,-6.6479e-05,-6.6479e-05,0.0086986,0.46247
8.7367,9.1197,228,4.0522e-11,-0.00013375,-0.00013375,0.0086313,0.40505
8.7367,9.1197,234,4.0449e-11,-0.00027392,-0.00027392,0.0084912,0.34379
8.7367,9.1197,240,3.2171e-11,-0.00056658,-0.00056658,0.0081985,0.27887
8.7367,9.1197,246,2.0438e-11,-0.0011742,-0.0011742,0.0075908,0.21053
8.7367,9.1197,252,1.0424e-11,-0.002419,-0.002419,0.0063461,0.139
8.7367,9.1197,258,4.299e-12,-0.0049141,-0.0049141,0.0038509,0.064553
8.7367,9.1197,264,1.4479e-12,-0.0097687,-0.0097687,-0.0010037,-0.012525
8.7367,9.1197,270,4.0297e-13,-0.01886,-0.01886,-0.010095,-0.091895
8.7367,9.1197,276,9.399e-14,-0.035108,-0.035108,-0.026342,-0.17317
8.7367,9.1197,282,1.8667e-14,-0.062587,-0.062587,-0.053822,-0.25588
8.7367,9.1197,288,3.2135e-15,-0.10618,-0.10618,-0.097413,-0.33946
8.7367,9.1197,294,4.8878e-16,-0.17042,-0.17042,-0.16166,-0.42312
8.7367,9.1197,300,6.7063e-17,-0.25747,-0.25747,-0.24871,-0.50581
8.7367,9.1197,306,8.4823e-18,-0.36447,-0.36447,-0.35571,-0.58591
8.7367,9.1197,312,1.0117e-18,-0.48159,-0.48159,-0.47283,-0.66084
8.7367,9.1197,318,1.1647e-19,-0.59218,-0.59218,-0.58341,-0.72631
8.7367,9.1197,324,1.3252e-20,-0.67608,-0.67608,-0.66731,-0.7754
8.7367,9.1197,330,1.5262e-21,-0.71562,-0.71562,-0.70686,-0.799
8.7367,9.1197,336,1.8217e-22,-0.70184,-0.70184,-0.69308,-0.79072
8.7367,9.1197,342,2.3068e-23,-0.63791,-0.63791,-0.62915,-0.75299
8.7367,9.1197,348,3.1696e-24,-0.5379,-0.5379,-0.52914,-0.6945
8.7367,9.1197,354,4.8299e-25,-0.42157,-0.42157,-0.41281,-0.62354
8.7367,9.1197,360,8.3319e-26,-0.30791,-0.30791,-0.29915,-0.54557
